でえ,데에,데에,데에
どう,도오,도오,도오
どお,도오,도오,도오
でい,데이,데이,데이
ぢゃ,자,자,자
ぢ,지,지,지
ぢゅ,주,주,주
ぢぇ,제,제,제
ぢょ,조,조,조
ぢゃあ,자아,자아,자아
ぢい,지이,지이,지이
ぢゅう,주우,주우,주우
ぢぇえ,제에,제에,제에
ぢょう,조오,조오,조오
ぢょお,조오,조오,조오
ぢぇい,제이,제이,제이
づ,즈,즈,즈
づう,주우,주우,주우
な,나,나,나
に,니,니,니
ぬ,누,누,누
ね,네,네,네
の,노,노,노
にゃ,냐,냐,냐
にゅ,뉴,뉴,뉴
にょ,뇨,뇨,뇨
なあ,나아,나아,나아
にい,니이,니이,니이
ぬう,누우,누우,누우
ねえ,네에,네에,네에
のう,노오,노오,노오
のお,노오,노오,노오
にゃあ,냐아,냐아,냐아
にゅう,뉴우,뉴우,뉴우
にょう,뇨오,뇨오,뇨오
にょお,뇨오,뇨오,뇨오
ねい,네이,네이,네이
は,하,하,하
ひ,히,히,히
へ,헤,헤,헤
ほ,호,호,호
ひゃ,햐,햐,햐
ひゅ,휴,휴,휴
ひょ,효,효,효
はあ,하아,하아,하아
ひい,히이,히이,히이
へえ,헤에,헤에,헤에
ほう,호오,호오,호오
ほお,호오,호오,호오
ひゃあ,햐아,햐아,햐아
ひゅう,휴우,휴우,휴우
ひょう,효오,효오,효오
ひょお,효오,효오,효오
へい,헤이,헤이,헤이
ふぁ,화,화,화
ふぃ,휘,휘,휘
ふ,후,후,후
ふぇ,훼,훼,훼
ふぉ,훠,훠,훠
ふぁあ,화아,화아,화아
ふぃい,휘이,휘이,휘이
ふう,후우,후우,후우
ふぇえ,훼에,훼에,훼에
ふぉう,훠오,훠오,훠오
ふぉお,훠오,훠오,훠오
ふぇい,헤이,헤이,헤이
ば,바,바,바
び,비,비,비
ぶ,부,부,부
べ,베,베,베
ぼ,보,보,보
びゃ,뱌,뱌,뱌
びゅ,뷰,뷰,뷰
びょ,뵤,뵤,뵤
ばあ,바아,바아,바아
びい,비이,비이,비이
ぶう,부우,부우,부우
べえ,베에,베에,베에
ぼう,보오,보오,보오
ぼお,보오,보오,보오
びゃあ,뱌아,뱌아,뱌아
びゅう,뷰우,뷰우,뷰우
びょう,뵤오,뵤오,뵤오
びょお,뵤오,뵤오,뵤오
べい,베이,베이,베이
ぱ,파,파,파
ぴ,피,피,피
ぷ,푸,푸,푸
ぺ,페,페,페
ぽ,포,포,포
ぴゃ,퍄,퍄,퍄
ぴゅ,퓨,퓨,퓨
ぴょ,표,표,표
ぱあ,파아,파아,파아
ぴい,피이,피이,피이
ぷう,푸우,푸우,푸우
ぺえ,페에,페에,페에
ぽう,포오,포오,포오
ぽお,포오,포오,포오
ぴゃあ,퍄아,퍄아,퍄아
ぴゅう,퓨우,퓨우,퓨우
ぴょう,표오,표오,표오
ぴょお,표오,표오,표오
ぺい,페이,페이,페이
ま,마,마,마
み,미,미,미
む,무,무,무
め,메,메,메
も,모,모,모
みゃ,먀,먀,먀
みゅ,뮤,뮤,뮤
みょ,묘,묘,묘
まあ,마아,마아,마아
みい,미이,미이,미이
むう,무우,무우,무우
めえ,메에,메에,메에
もう,모오,모오,모오
もお,모오,모오,모오
みゃあ,먀아,먀아,먀아
みゅう,뮤우,뮤우,뮤우
みょう,묘오,묘오,묘오
みょお,묘오,묘오,묘오
めい,메이,메이,메이
や,야,야,야
ゆ,유,유,유
よ,요,요,요
やあ,야아,야아,야아
ゆう,유우,유우,유우
よう,요오,요오,요오
よお,요오,요오,요오
ら,라,라,라
り,리,리,리
る,루,루,루
れ,레,레,레
ろ,로,로,로
りゃ,랴,랴,랴
りゅ,류,류,류
りょ,료,료,료
らあ,라아,라아,라아
りい,리이,리이,리이
るう,루우,루우,루우
れえ,레에,레에,레에
ろう,로오,로오,로오
ろお,로오,로오,로오
りゃあ,랴아,랴아,랴아
りゅう,류우,류우,류우
りょう,료오,료오,료오
りょお,료오,료오,료오
れい,레이,레이,레이
わ,와,와,와
うぃ,위,위,위
うぇ,웨,웨,웨
うぉ,워,워,워
わあ,와아,와아,와아
うぃい,위이,위이,위이
うぇえ,웨에,웨에,웨에
うぉう,워오,워오,워오
うぉお,워오,워오,워오
うぇい,웨이,웨이,웨이
ん,ᄂ,ᄂ,ᄂ
を,오,오,오
ぁ,아,아,아
ぃ,이,이,이
ぅ,우,우,우
ぇ,에,에,에
ぉ,오,오,오
ゃ,야,야,야
ゅ,유,유,유
ょ,요,요,요
ぁあ,아아,아아,아아
ぃい,이이,이이,이이
ぅう,우우,우우,우우
ぇえ,에에,에에,에에
ぉう,오오,오오,오오
ぉお,오오,오오,오오
ゃあ,야아,야아,야아
ゅう,유우,유우,유우
ょう,요오,요오,요오
ょお,요오,요오,요오
ぇい,에이,에이,에이
ゔぁ,봐,봐,봐
ゔぃ,뷔,뷔,뷔
ゔ,부,부,부
ゔぇ,붸,붸,붸
ゔぉ,붜,붜,붜
ゔぁあ,봐아,봐아,봐아
ゔぃい,뷔이,뷔이,뷔이
ゔう,부우,부우,부우
ゔぇえ,붸에,붸에,붸에
ゔぉう,붜오,붜오,붜오
ゔぉお,붜오,붜오,붜오
ゔぇい,붸이,붸이,붸이
あっ,앗,앗,앗
いっ,잇,잇,잇
うっ,웃,웃,웃
えっ,엣,엣,엣
おっ,옷,옷,옷
ああっ,아앗,아앗,아앗
いいっ,이잇,이잇,이잇
ううっ,우웃,우웃,우웃
ええっ,에엣,에엣,에엣
おうっ,오옷,오옷,오옷
おおっ,오옷,오옷,오옷
えいっ,에잇,에잇,에잇
かっ,캇,캇,캇
きっ,킷,킷,킷
くっ,쿳,쿳,쿳
けっ,켓,켓,켓
こっ,콧,콧,콧
きゃっ,캿,캿,캿
きゅっ,큣,큣,큣
きょっ,쿗,쿗,쿗
かあっ,카앗,카앗,카앗
きいっ,키잇,키잇,키잇
くうっ,쿠웃,쿠웃,쿠웃
けえっ,케엣,케엣,케엣
こうっ,코옷,코옷,코옷
こおっ,코옷,코옷,코옷
きゃあっ,캬앗,캬앗,캬앗
きゅうっ,큐웃,큐웃,큐웃
きょうっ,쿄옷,쿄옷,쿄옷
きょおっ,쿄옷,쿄옷,쿄옷
けいっ,케잇,케잇,케잇
がっ,갓,갓,갓
ぎっ,깃,깃,깃
ぐっ,굿,굿,굿
げっ,겟,겟,겟
ごっ,곳,곳,곳
ぎゃっ,걋,걋,걋
ぎゅっ,귯,귯,귯
ぎょっ,굣,굣,굣
があっ,가앗,가앗,가앗
ぎいっ,기잇,기잇,기잇
ぐうっ,구웃,구웃,구웃
げえっ,게엣,게엣,게엣
ごうっ,고옷,고옷,고옷
ごおっ,고옷,고옷,고옷
ぎゃあっ,갸앗,갸앗,갸앗
ぎゅうっ,규웃,규웃,규웃
ぎょうっ,교옷,교옷,교옷
ぎょおっ,교옷,교옷,교옷
げいっ,게잇,게잇,게잇
さっ,삿,삿,삿
すぃっ,쉿,쉿,쉿
すっ,슷,슷,슷
せっ,셋,셋,셋
そっ,솟,솟,솟
さあっ,사앗,사앗,사앗
すぃいっ,쉬잇,쉬잇,쉬잇
すうっ,수웃,수웃,수웃
せえっ,세엣,세엣,세엣
そうっ,소옷,소옷,소옷
そおっ,소옷,소옷,소옷
せいっ,세잇,세잇,세잇
しゃっ,샷,샷,샷
しっ,싯,싯,싯
しゅっ,슛,슛,슛
しぇっ,솃,솃,솃
しょっ,숏,숏,숏
しゃあっ,샤앗,샤앗,샤앗
しいっ,시잇,시잇,시잇
しゅうっ,슈웃,슈웃,슈웃
しぇえっ,셰엣,셰엣,셰엣
しょうっ,쇼옷,쇼옷,쇼옷
しょおっ,쇼옷,쇼옷,쇼옷
しぇいっ,셰잇,셰잇,셰잇
ざっ,잣,잣,잣
ずぃっ,쥣,쥣,쥣
ずっ,즛,즛,즛
ぜっ,젯,젯,젯
ぞっ,좃,좃,좃
ざあっ,자앗,자앗,자앗
ずぃいっ,쥐잇,쥐잇,쥐잇
ずうっ,주웃,주웃,주웃
ぜえっ,제엣,제엣,제엣
ぞうっ,조옷,조옷,조옷
ぞおっ,조옷,조옷,조옷
ぜいっ,제잇,제잇,제잇
じゃっ,잣,잣,잣
じっ,짓,짓,짓
じゅっ,줏,줏,줏
じぇっ,젯,젯,젯
じょっ,좃,좃,좃
じゃあっ,자앗,자앗,자앗
じいっ,지잇,지잇,지잇
じゅうっ,주웃,주웃,주웃
じぇえっ,제엣,제엣,제엣
じょうっ,조옷,조옷,조옷
じょおっ,조옷,조옷,조옷
じぇいっ,제잇,제잇,제잇
たっ,탓,탓,탓
てぃっ,팃,팃,팃
とぅっ,툿,툿,툿
てっ,텟,텟,텟
とっ,톳,톳,톳
たあっ,타앗,타앗,타앗
てぃいっ,티잇,티잇,티잇
とぅうっ,투웃,투웃,투웃
てえっ,테엣,테엣,테엣
とうっ,토옷,토옷,토옷
とおっ,토옷,토옷,토옷
ていっ,테잇,테잇,테잇
ちゃっ,찻,찻,찻
ちっ,칫,칫,칫
ちゅっ,춧,춧,춧
ちぇっ,쳇,쳇,쳇
ちょっ,촛,촛,촛
ちゃあっ,차앗,차앗,차앗
ちいっ,치잇,치잇,치잇
ちゅうっ,추웃,추웃,추웃
ちぇえっ,체엣,체엣,체엣
ちょうっ,초옷,초옷,초옷
ちょおっ,초옷,초옷,초옷
ちぇいっ,체잇,체잇,체잇
つぁっ,촷,촷,촷
つぃっ,췻,췻,췻
つっ,츳,츳,츳
つぇっ,췟,췟,췟
つぉっ,췃,췃,췃
つぁあっ,촤앗,촤앗,촤앗
つぃいっ,취잇,취잇,취잇
つうっ,츠웃,츠웃,츠웃
つぇえっ,췌엣,췌엣,췌엣
つぉうっ,춰옷,춰옷,춰옷
つぉおっ,춰옷,춰옷,춰옷
つぇいっ,체잇,체잇,체잇
だっ,닷,닷,닷
でぃっ,딧,딧,딧
どぅっ,둣,둣,둣
でっ,뎃,뎃,뎃
どっ,돗,돗,돗
だあっ,다앗,다앗,다앗
でぃいっ,디잇,디잇,디잇
どぅうっ,두웃,두웃,두웃
でえっ,데엣,데엣,데엣
どうっ,도옷,도옷,도옷
どおっ,도옷,도옷,도옷
でいっ,데잇,데잇,데잇
ぢゃっ,잣,잣,잣
ぢっ,짓,짓,짓
ぢゅっ,줏,줏,줏
ぢぇっ,젯,젯,젯
ぢょっ,좃,좃,좃
ぢゃあっ,자앗,자앗,자앗
ぢいっ,지잇,지잇,지잇
ぢゅうっ,주웃,주웃,주웃
ぢぇえっ,제엣,제엣,제엣
ぢょうっ,조옷,조옷,조옷
ぢょおっ,조옷,조옷,조옷
ぢぇいっ,제잇,제잇,제잇
づっ,줏,줏,줏
づうっ,주웃,주웃,주웃
なっ,낫,낫,낫
にっ,닛,닛,닛
ぬっ,눗,눗,눗
ねっ,넷,넷,넷
のっ,놋,놋,놋
にゃっ,냣,냣,냣
にゅっ,늇,늇,늇
にょっ,뇻,뇻,뇻
なあっ,나앗,나앗,나앗
にいっ,니잇,니잇,니잇
ぬうっ,누웃,누웃,누웃
ねえっ,네엣,네엣,네엣
のうっ,노옷,노옷,노옷
のおっ,노옷,노옷,노옷
にゃあっ,냐앗,냐앗,냐앗
にゅうっ,뉴웃,뉴웃,뉴웃
にょうっ,뇨옷,뇨옷,뇨옷
にょおっ,뇨옷,뇨옷,뇨옷
ねいっ,네잇,네잇,네잇
はっ,핫,핫,핫
ひっ,힛,힛,힛
へっ,헷,헷,헷
ほっ,홋,홋,홋
ひゃっ,햣,햣,햣
ひゅっ,흇,흇,흇
ひょっ,횻,횻,횻
はあっ,하앗,하앗,하앗
ひいっ,히잇,히잇,히잇
へえっ,헤엣,헤엣,헤엣
ほうっ,호옷,호옷,호옷
ほおっ,호옷,호옷,호옷
ひゃあっ,햐앗,햐앗,햐앗
ひゅうっ,휴웃,휴웃,휴웃
ひょうっ,효옷,효옷,효옷
ひょおっ,효옷,효옷,효옷
へいっ,헤잇,헤잇,헤잇
ふぁっ,홧,홧,홧
ふぃっ,휫,휫,휫
ふっ,훗,훗,훗
ふぇっ,휏,휏,휏
ふぉっ,훳,훳,훳
ふぁあっ,화앗,화앗,화앗
ふぃいっ,휘잇,휘잇,휘잇
ふうっ,후웃,후웃,후웃
ふぇえっ,훼엣,훼엣,훼엣
ふぉうっ,훠옷,훠옷,훠옷
ふぉおっ,훠옷,훠옷,훠옷
ふぇいっ,훼잇,훼잇,훼잇
ばっ,밧,밧,밧
びっ,빗,빗,빗
ぶっ,붓,붓,붓
べっ,벳,벳,벳
ぼっ,봇,봇,봇
びゃっ,뱟,뱟,뱟
びゅっ,븃,븃,븃
びょっ,뵷,뵷,뵷
ばあっ,바앗,바앗,바앗
びいっ,비잇,비잇,비잇
ぶうっ,부웃,부웃,부웃
べえっ,베엣,베엣,베엣
ぼうっ,보옷,보옷,보옷
ぼおっ,보옷,보옷,보옷
びゃあっ,뱌앗,뱌앗,뱌앗
びゅうっ,뷰웃,뷰웃,뷰웃
びょうっ,뵤옷,뵤옷,뵤옷
びょおっ,뵤옷,뵤옷,뵤옷
べいっ,베잇,베잇,베잇
ぱっ,팟,팟,팟
ぴっ,핏,핏,핏
ぷっ,풋,풋,풋
ぺっ,펫,펫,펫
ぽっ,폿,폿,폿
ぴゃっ,퍗,퍗,퍗
ぴゅっ,퓻,퓻,퓻
ぴょっ,푯,푯,푯
ぱあっ,파앗,파앗,파앗
ぴいっ,피잇,피잇,피잇
ぷうっ,푸웃,푸웃,푸웃
ぺえっ,페엣,페엣,페엣
ぽうっ,포옷,포옷,포옷
ぽおっ,포옷,포옷,포옷
ぴゃあっ,퍄앗,퍄앗,퍄앗
ぴゅうっ,퓨웃,퓨웃,퓨웃
ぴょうっ,표옷,표옷,표옷
ぴょおっ,표옷,표옷,표옷
ぺいっ,페잇,페잇,페잇
まっ,맛,맛,맛
みっ,밋,밋,밋
むっ,뭇,뭇,뭇
めっ,멧,멧,멧
もっ,못,못,못
みゃっ,먓,먓,먓
みゅっ,뮷,뮷,뮷
みょっ,묫,묫,묫
まあっ,마앗,마앗,마앗
みいっ,미잇,미잇,미잇
むうっ,무웃,무웃,무웃
めえっ,메엣,메엣,메엣
もうっ,모옷,모옷,모옷
もおっ,모옷,모옷,모옷
みゃあっ,먀앗,먀앗,먀앗
みゅうっ,뮤웃,뮤웃,뮤웃
みょうっ,묘옷,묘옷,묘옷
みょおっ,묘옷,묘옷,묘옷
めいっ,메잇,메잇,메잇
やっ,얏,얏,얏
ゆっ,윳,윳,윳
よっ,욧,욧,욧
やあっ,야앗,야앗,야앗
ゆうっ,유웃,유웃,유웃
ようっ,요옷,요옷,요옷
よおっ,요옷,요옷,요옷
らっ,랏,랏,랏
りっ,릿,릿,릿
るっ,룻,룻,룻
れっ,렛,렛,렛
ろっ,롯,롯,롯
りゃっ,럇,럇,럇
りゅっ,륫,륫,륫
りょっ,룟,룟,룟
らあっ,라앗,라앗,라앗
りいっ,리잇,리잇,리잇
るうっ,루웃,루웃,루웃
れえっ,레엣,레엣,레엣
ろうっ,로옷,로옷,로옷
ろおっ,로옷,로옷,로옷
りゃあっ,랴앗,랴앗,랴앗
りゅうっ,류웃,류웃,류웃
りょうっ,료옷,료옷,료옷
りょおっ,료옷,료옷,료옷
れいっ,레잇,레잇,레잇
わっ,왓,왓,왓
うぃっ,윗,윗,윗
うぇっ,웻,웻,웻
うぉっ,웟,웟,웟
わあっ,와앗,와앗,와앗
うぃいっ,위잇,위잇,위잇
うぇえっ,웨엣,웨엣,웨엣
うぉうっ,워옷,워옷,워옷
うぉおっ,워옷,워옷,워옷
うぇいっ,웨잇,웨잇,웨잇
んっ,,,
をっ,옷,옷,옷
ぁっ,앗,앗,앗
ぃっ,잇,잇,잇
ぅっ,웃,웃,웃
ぇっ,엣,엣,엣
ぉっ,옷,옷,옷
ゃっ,얏,얏,얏
ゅっ,윳,윳,윳
ょっ,욧,욧,욧
ぁあっ,아앗,아앗,아앗
ぃいっ,이잇,이잇,이잇
ぅうっ,우웃,우웃,우웃
ぇえっ,에엣,에엣,에엣
ぉうっ,오옷,오옷,오옷
ぉおっ,오옷,오옷,오옷
ゃあっ,야앗,야앗,야앗
ゅうっ,유웃,유웃,유웃
ょうっ,요옷,요옷,요옷
ょおっ,요옷,요옷,요옷
ぇいっ,에잇,에잇,에잇
ゔぁっ,봣,봣,봣
ゔぃっ,뷧,뷧,뷧
ゔっ,붓,붓,붓
ゔぇっ,뷋,뷋,뷋
ゔぉっ,붯,붯,붯
ゔぁあっ,봐앗,봐앗,봐앗
ゔぃいっ,뷔잇,뷔잇,뷔잇
ゔうっ,부웃,부웃,부웃
ゔぇえっ,붸엣,붸엣,붸엣
ゔぉうっ,붜옷,붜옷,붜옷
ゔぉおっ,붜옷,붜옷,붜옷
ゔぇいっ,붸잇,붸잇,붸잇
あん,안,안,앙
いん,인,인,잉
うん,운,운,웅
えん,엔,엔,엥
おん,온,온,옹
ああん,아안,아안,아앙
いいん,이인,이인,이잉
ううん,우운,우운,우웅
ええん,에엔,에엔,에엥
おうん,오운,오운,오웅
おおん,오온,오온,오옹
えいん,에인,에인,에잉
かん,칸,칸,캉
きん,킨,킨,킹
くん,쿤,쿤,쿵
けん,켄,켄,켕
こん,콘,콘,콩
きゃん,캰,캰,컁
きゅん,큔,큔,큥
きょん,쿈,쿈,쿙
かあん,카안,카안,카앙
きいん,키인,키인,키잉
くうん,쿠운,쿠운,쿠웅
けえん,케엔,케엔,케엥
こうん,코운,코운,코웅
こおん,코온,코온,코옹
きゃあん,캬안,캬안,캬앙
きゅうん,큐운,큐운,큐웅
きょうん,쿄운,쿄운,쿄웅
きょおん,쿄온,쿄온,쿄옹
けいん,케인,케인,케잉
がん,간,간,강
ぎん,긴,긴,깅
ぐん,군,군,궁
げん,겐,겐,겡
ごん,곤,곤,공
ぎゃん,갼,갼,걍
ぎゅん,균,균,귱
ぎょん,굔,굔,굥
があん,가안,가안,가앙
ぎいん,기인,기인,기잉
ぐうん,구운,구운,구웅
げえん,게엔,게엔,게엥
ごうん,고운,고운,고웅
ごおん,고온,고온,고옹
ぎゃあん,갸안,갸안,갸앙
ぎゅうん,규운,규운,규웅
ぎょうん,교운,교운,교웅
ぎょおん,교온,교온,교옹
げいん,게인,게인,게잉
さん,산,산,상
すぃん,쉰,쉰,슁
すん,슨,슨,승
せん,센,센,셍
そん,손,손,송
さあん,사안,사안,사앙
すぃいん,쉬인,쉬인,쉬잉
すうん,수운,수운,수웅
せえん,세엔,세엔,세엥
そうん,소운,소운,소웅
そおん,소온,소온,소옹
せいん,세인,세인,세잉
しゃん,샨,샨,샹
しん,신,신,싱
しゅん,슌,슌,슝
しぇん,셴,셴,솅
しょん,숀,숀,숑
しゃあん,샤안,샤안,샤앙
しいん,시인,시인,시잉
しゅうん,슈운,슈운,슈웅
しぇえん,셰엔,셰엔,셰엥
しょうん,쇼온,쇼온,쇼웅
しょおん,소온,소온,쇼웅
しぇいん,셰인,셰인,셰잉
ざん,잔,잔,장
ずぃん,쥔,쥔,쥥
ずん,즌,즌,증
ぜん,젠,젠,젱
ぞん,존,존,종
ざあん,자안,자안,자앙
ずぃいん,쥐인,쥐인,쥐잉
ずうん,주운,주운,주웅
ぜえん,제엔,제엔,제엥
ぞうん,조운,조운,조웅
ぞおん,조온,조온,조옹
ぜいん,제인,제인,제잉
じゃん,잔,잔,장
じん,진,진,징
じゅん,준,준,중
じぇん,젠,젠,젱
じょん,존,존,종
じゃあん,자안,자안,자앙
じいん,지인,지인,지잉
じゅうん,주운,주운,주웅
じぇえん,제엔,제엔,제엥
じょうん,조운,조운,조웅
じょおん,조온,조온,조옹
じぇいん,제인,제인,제잉
たん,탄,탄,탕
てぃん,틴,틴,팅
とぅん,툰,툰,퉁
てん,텐,텐,텡
とん,톤,톤,통
たあん,타안,타안,타앙
てぃいん,티인,티인,티잉
とぅうん,투운,투운,투웅
てえん,테엔,테엔,테엥
とうん,토운,토운,토웅
とおん,토온,토온,토옹
ていん,테인,테인,테잉
ちゃん,찬,찬,창
ちん,친,친,칭
ちゅん,춘,춘,충
ちぇん,첸,첸,쳉
ちょん,촌,촌,총
ちゃあん,차안,차안,차앙
ちいん,치인,치인,치잉
ちゅうん,추운,추운,추웅
ちぇえん,체엔,체엔,체엥
ちょうん,초운,초운,초웅
ちょおん,초온,초온,초옹
ちぇいん,체인,체인,체잉
つぁん,촨,촨,촹
つぃん,췬,췬,췽
つん,츤,츤,층
つぇん,췐,췐,췡
つぉん,춴,춴,췅
つぁあん,촤안,촤안,촤앙
つぃいん,취인,취인,취잉
つうん,츠운,츠운,츠웅
つぇえん,췌엔,췌엔,췌엥
つぉうん,춰온,춰온,춰웅
つぉおん,초온,초온,춰웅
つぇいん,체인,체인,체잉
だん,단,단,당
でぃん,딘,딘,딩
どぅん,둔,둔,둥
でん,덴,덴,뎅
どん,돈,돈,동
だあん,다안,다안,다앙
でぃいん,디인,디인,디잉
どぅうん,두운,두운,두웅
でえん,데엔,데엔,데엥
どうん,도운,도운,도웅
どおん,도온,도온,도옹
でいん,데인,데인,데잉
ぢゃん,잔,잔,장
ぢん,진,진,징
ぢゅん,준,준,중
ぢぇん,젠,젠,젱
ぢょん,존,존,종
ぢゃあん,자안,자안,자앙
ぢいん,지인,지인,지잉
ぢゅうん,주운,주운,주웅
ぢぇえん,제엔,제엔,제엥
ぢょうん,조운,조운,조웅
ぢょおん,조온,조온,조옹
ぢぇいん,제인,제인,제잉
づん,준,준,중
づうん,주운,주운,주웅
なん,난,난,낭
にん,닌,닌,닝
ぬん,눈,눈,눙
ねん,넨,넨,넹
のん,논,논,농
にゃん,냔,냔,냥
にゅん,뉸,뉸,늉
にょん,뇬,뇬,뇽
なあん,나안,나안,나앙
にいん,니인,니인,니잉
ぬうん,누운,누운,누웅
ねえん,네엔,네엔,네엥
のうん,노운,노운,노웅
のおん,노온,노온,노옹
にゃあん,냐안,냐안,냐앙
にゅうん,뉴운,뉴운,뉴웅
にょうん,뇨운,뇨운,뇨웅
にょおん,뇨온,뇨온,뇨옹
ねいん,네인,네인,네잉
はん,한,한,항
ひん,힌,힌,힝
へん,헨,헨,헹
ほん,혼,혼,홍
ひゃん,햔,햔,향
ひゅん,휸,휸,흉
ひょん,횬,횬,횽
はあん,하안,하안,하앙
ひいん,히인,히인,히잉
へえん,헤엔,헤엔,헤엥
ほうん,호운,호운,호웅
ほおん,호온,호온,호옹
ひゃあん,햐안,햐안,햐앙
ひゅうん,휴운,휴운,휴웅
ひょうん,효운,효운,효웅
ひょおん,효온,효온,효옹
へいん,헤인,헤인,헤잉
ふぁん,환,환,황
ふぃん,휜,휜,휭
ふん,훈,훈,훙
ふぇん,휀,휀,휑
ふぉん,훤,훤,훵
ふぁあん,화안,화안,화앙
ふぃいん,휘인,휘인,휘잉
ふうん,후운,후운,후웅
ふぇえん,훼엔,훼엔,훼엥
ふぉうん,훠운,훠운,훠웅
ふぉおん,호온,호온,훠웅
ふぇいん,훼인,훼인,훼잉
ばん,반,반,방
びん,빈,빈,빙
ぶん,분,분,붕
べん,벤,벤,벵
ぼん,본,본,봉
びゃん,뱐,뱐,뱡
びゅん,뷴,뷴,븅
びょん,뵨,뵨,뵹
ばあん,바안,바안,바앙
びいん,비인,비인,비잉
ぶうん,부운,부운,부웅
べえん,베엔,베엔,베엥
ぼうん,보운,보운,보웅
ぼおん,보온,보온,보옹
びゃあん,뱌안,뱌안,뱌앙
びゅうん,뷰운,뷰운,뷰웅
びょうん,뵤운,뵤운,뵤웅
びょおん,뵤온,뵤온,뵤옹
べいん,베인,베인,베잉
ぱん,판,판,팡
ぴん,핀,핀,핑
ぷん,푼,푼,풍
ぺん,펜,펜,펭
ぽん,폰,폰,퐁
ぴゃん,퍈,퍈,퍙
ぴゅん,퓬,퓬,퓽
ぴょん,푠,푠,푱
ぱあん,파안,파안,파앙
ぴいん,피인,피인,피잉
ぷうん,푸운,푸운,푸웅
ぺえん,페엔,페엔,페엥
ぽうん,포운,포운,포웅
ぽおん,포온,포온,포옹
ぴゃあん,퍄안,퍄안,퍄앙
ぴゅうん,퓨운,퓨운,퓨웅
